,,,Median wait (weeks),92nd percentile (weeks),No. within 18 weeks,No. within 18 weeks with estimates for missing data,% within 18 weeks,% within 18 weeks with estimates for missing data,No. > 18 weeks,No. > 18 weeks with estimates for missing data,No. > 52 weeks,No. > 52 weeks with estimates for missing data,% > 52 weeks,% > 52 weeks with estimates for missing data,No. > 65 weeks,No. > 65 weeks with estimates for missing data,No. > 78 weeks,No. > 78 weeks with estimates for missing data,No. > 104 weeks,No. > 104 weeks with estimates for missing data,Total waiting (mil),Total waiting (mil) with estimates for missing data,Ratio of total unique patients to total waiting (i.e. incomplete RTT pathways) ,Estimated number of unique patients (mil),Median wait (weeks),95th percentile (weeks),No. within 18 weeks,No. > 52 weeks,No. of pathways (all),No. of pathways (all) with estimates for missing data,Median wait (weeks),95th percentile (weeks),No. within 18 weeks,No. > 52 weeks,No. of pathways (all),No. of pathways (all) with estimates for missing data,No. of new RTT periods,No. of new RTT periods with estimates for missing data,,Median wait (weeks),95th percentile (weeks),No. within 18 weeks,No. > 52 weeks,No. of pathways (all)
,,Mar-16,6.4,18.5,"3,205,842","3,346,700",91.5%,91.1%,"298,753","328,598",871,"1,024",0.0%,0.0%,-,-,-,-,-,-,3.50,3.68,-,-,9.3,28.4,"244,545",305,"302,982","312,705",5.3,20.5,"879,984",541,"949,840","983,750","1,572,127","1,646,658",,-,-,-,-,-
,2016/17,Apr-16,6.6,18.5,"3,300,705","3,452,534",91.6%,91.2%,"302,901","333,626",886,"1,039",0.0%,0.0%,-,-,-,-,-,-,3.60,3.79,-,-,9.6,29.2,"236,115",320,"297,893","308,804",5.9,21.1,"869,205",504,"944,132","980,337","1,583,739","1,665,094",,-,-,-,-,-
,,May-16,6.4,18.2,"3,359,901","3,511,730",91.8%,91.4%,"299,306","330,031","1,009","1,162",0.0%,0.0%,-,-,-,-,-,-,3.66,3.84,-,-,10.0,29.8,"242,810",362,"302,719","313,110",5.8,21.3,"897,361",616,"969,422","1,003,903","1,550,496","1,627,977",,-,-,-,-,-
,,Jun-16,6.5,18.4,"3,320,719","3,506,201",91.5%,91.1%,"307,175","341,472",942,"1,099",0.0%,0.0%,-,-,-,-,-,-,3.63,3.85,-,-,9.8,30.2,"253,379",452,"319,870","334,745",5.9,21.0,"935,106",591,"1,015,819","1,063,784","1,601,725","1,700,917",,-,-,-,-,-
,,Jul-16,6.6,18.8,"3,344,181","3,529,663",91.3%,90.9%,"320,504","354,801","1,077","1,234",0.0%,0.0%,-,-,-,-,-,-,3.66,3.88,-,-,9.7,30.1,"238,850",494,"303,324","316,543",5.9,21.7,"853,297",589,"934,935","978,795","1,532,038","1,626,722",,-,-,-,-,-
,,Aug-16,7.0,18.9,"3,355,134","3,540,616",90.9%,90.5%,"336,470","370,767","1,062","1,219",0.0%,0.0%,-,-,-,-,-,-,3.69,3.91,-,-,9.7,29.9,"239,004",533,"302,101","315,949",5.9,22.1,"875,130","1,456","958,983","1,004,932","1,532,416","1,631,608",,-,-,-,-,-
,,Sep-16,6.9,19.1,"3,354,034","3,539,516",90.6%,90.2%,"348,546","382,843","1,185","1,342",0.0%,0.0%,-,-,-,-,-,-,3.70,3.92,-,-,10.5,30.9,"242,876",580,"315,355","329,203",6.5,22.6,"910,528","1,230","1,009,191","1,055,140","1,588,655","1,687,847",,-,-,-,-,-
,,Oct-16,6.5,19.3,"3,394,756","3,523,839",90.4%,90.3%,"360,050","379,929","1,428","1,576",0.0%,0.0%,-,-,-,-,-,-,3.75,3.90,-,-,10.3,31.4,"240,558",622,"312,640","322,764",6.2,23.3,"908,674","1,751","1,013,311","1,048,358","1,573,928","1,654,906",,-,-,-,-,-
,,Nov-16,6.5,19.3,"3,367,511","3,485,623",90.5%,90.3%,"353,654","372,653","1,234","1,382",0.0%,0.0%,-,-,-,-,-,-,3.72,3.86,-,-,10.1,31.2,"259,122",690,"337,542","345,444",6.0,23.4,"983,991","1,849","1,098,028","1,127,172","1,657,024","1,724,422",,-,-,-,-,-
,,Dec-16,7.2,20.0,"3,278,063","3,433,169",89.7%,89.5%,"376,205","400,653","1,227","1,377",0.0%,0.0%,-,-,-,-,-,-,3.65,3.83,-,-,9.3,30.7,"217,654",638,"276,739","285,462",5.6,22.9,"809,979","1,480","896,033","928,436","1,398,622","1,460,907",,-,-,-,-,-
,,Jan-17,7.2,19.7,"3,252,604","3,405,696",90.0%,89.8%,"362,731","387,034","1,345","1,495",0.0%,0.0%,-,-,-,-,-,-,3.62,3.79,-,-,10.6,32.3,"235,955",773,"308,824","317,779",6.7,23.8,"932,861","1,818","1,040,446","1,073,431","1,588,726","1,651,534",,-,-,-,-,-
,,Feb-17,6.2,19.8,"3,296,902","3,437,952",90.0%,89.8%,"367,097","388,744","1,583","1,676",0.0%,0.0%,-,-,-,-,-,-,3.66,3.83,-,-,10.9,32.7,"224,974",931,"298,154","305,241",5.8,23.3,"880,694",949,"979,860","1,009,693","1,532,687","1,595,917",,-,-,-,-,-
,,Mar-17,6.2,19.5,"3,372,306","3,513,356",90.3%,90.1%,"362,527","384,174","1,528","1,621",0.0%,0.0%,-,-,-,-,-,-,3.73,3.90,-,-,10.1,32.8,"258,332",970,"342,772","350,922",5.6,22.8,"1,005,564","1,073","1,113,270","1,147,578","1,787,232","1,850,942",,-,-,-,-,-
,2017/18,Apr-17,6.8,20.0,"3,399,969","3,541,019",89.9%,89.8%,"382,488","404,135","1,568","1,661",0.0%,0.0%,-,-,-,-,-,-,3.78,3.95,-,-,9.7,32.7,"201,069",799,"267,398","273,776",5.6,22.7,"810,160","1,160","895,428","922,278","1,436,983","1,486,843",,-,-,-,-,-
,,May-17,7.1,19.4,"3,445,317","3,586,367",90.4%,90.3%,"365,722","387,369","1,651","1,744",0.0%,0.0%,-,-,-,-,-,-,3.81,3.97,-,-,10.1,33.0,"237,633","1,131","310,147","319,481",6.1,23.0,"970,436","1,684","1,066,156","1,105,090","1,666,097","1,724,267",,-,-,-,-,-
,,Jun-17,6.6,19.5,"3,459,659","3,615,594",90.3%,90.1%,"373,328","397,317","1,542","1,743",0.0%,0.0%,-,-,-,-,-,-,3.83,4.01,-,-,10.3,33.2,"237,751","1,103","312,486","323,834",5.9,22.4,"971,963",968,"1,071,856","1,116,025","1,711,834","1,779,516",,-,-,-,-,-
,,Jul-17,6.6,19.8,"3,460,415","3,616,350",89.9%,89.7%,"390,659","414,648","1,642","1,843",0.0%,0.0%,-,-,-,-,-,-,3.85,4.03,-,-,9.8,33.3,"227,912","1,056","299,378","310,210",5.8,22.6,"930,938","1,229","1,032,594","1,074,755","1,625,701","1,690,306",,-,-,-,-,-
,,Aug-17,7.1,20.5,"3,474,471","3,630,406",89.4%,89.3%,"411,748","435,737","1,734","1,935",0.0%,0.0%,-,-,-,-,-,-,3.89,4.07,-,-,9.7,32.6,"222,954","1,015","294,326","305,674",5.8,23.0,"924,939","1,109","1,028,474","1,064,671","1,612,863","1,680,545",,-,-,-,-,-
,,Sep-17,7.2,20.3,"3,415,529","3,621,399",89.1%,89.0%,"417,771","449,702","1,778","1,980",0.0%,0.0%,-,-,-,-,-,-,3.83,4.07,-,-,10.4,33.1,"217,576","1,061","290,222","304,127",6.4,23.7,"908,818",834,"1,015,252","1,064,526","1,568,564","1,652,262",,-,-,-,-,-
,,Oct-17,6.7,20.3,"3,393,766","3,624,308",89.3%,89.1%,"406,281","441,547","1,519","1,728",0.0%,0.0%,-,-,-,-,-,-,3.80,4.07,-,-,10.4,33.3,"234,281","1,107","312,193","327,417",6.0,23.4,"973,422",879,"1,087,855","1,149,771","1,669,601","1,770,333",,-,-,-,-,-
,,Nov-17,6.6,20.2,"3,330,962","3,585,185",89.5%,89.2%,"391,638","435,440","1,449","1,671",0.0%,0.0%,-,-,-,-,-,-,3.72,4.02,-,-,10.0,33.3,"238,467",858,"316,437","332,404",5.9,23.7,"989,847",846,"1,110,170","1,176,939","1,644,925","1,754,642",,-,-,-,-,-
,,Dec-17,7.4,21.3,"3,321,954","3,520,138",88.2%,88.1%,"445,372","475,790","1,748","1,842",0.0%,0.0%,-,-,-,-,-,-,3.77,4.00,-,-,9.2,32.1,"193,089",547,"250,115","260,253",5.6,23.4,"786,006",622,"875,280","918,499","1,336,987","1,409,960",,-,-,-,-,-
,,Jan-18,7.6,21.3,"3,289,620","3,501,481",88.2%,87.9%,"440,853","482,475","1,869","2,119",0.1%,0.1%,-,-,-,-,-,-,3.73,3.98,-,-,10.2,33.2,"223,360",740,"294,364","306,592",6.6,24.4,"978,058",792,"1,098,573","1,150,904","1,657,878","1,748,859",,-,-,-,-,-
,,Feb-18,6.6,21.4,"3,309,184","3,518,355",87.9%,87.6%,"454,349","495,763","2,235","2,485",0.1%,0.1%,-,-,-,-,-,-,3.76,4.01,-,-,10.6,34.1,"204,707",713,"275,294","285,923",5.6,24.1,"862,680",813,"966,604","1,012,504","1,522,794","1,604,295",,-,-,-,-,-
,,Mar-18,6.9,21.9,"3,361,133","3,570,304",87.2%,87.0%,"491,281","532,695","2,756","3,006",0.1%,0.1%,-,-,-,-,-,-,3.85,4.10,-,-,9.6,34.4,"210,847",869,"283,332","294,493",5.4,23.8,"889,663",891,"996,080","1,044,275","1,633,324","1,718,900",,-,-,-,-,-
,2018/19,Apr-18,6.9,22.0,"3,519,434","3,664,629",87.6%,87.4%,"500,073","529,885","2,880","3,044",0.1%,0.1%,-,-,-,-,-,-,4.02,4.19,-,-,10.1,35.8,"205,679","1,188","285,578","292,857",5.9,24.8,"886,504","1,251","1,004,142","1,035,238","1,640,427","1,693,040",,-,-,-,-,-
,,May-18,6.9,21.5,"3,604,707","3,762,039",88.1%,88.0%,"485,230","515,383","3,100","3,264",0.1%,0.1%,-,-,-,-,-,-,4.09,4.28,-,-,10.0,35.9,"226,925","1,289","306,502","315,441",5.7,24.8,"978,385","1,233","1,092,817","1,130,254","1,746,208","1,808,560",,-,-,-,-,-
,,Jun-18,7.0,21.5,"3,620,601","3,777,933",87.8%,87.7%,"501,779","531,932","3,516","3,680",0.1%,0.1%,-,-,-,-,-,-,4.12,4.31,-,-,10.0,36.2,"222,643","1,349","302,608","311,547",5.9,24.9,"944,380","1,264","1,061,111","1,098,548","1,675,427","1,737,779",,-,-,-,-,-
,,Jul-18,7.0,21.5,"3,630,924","3,788,256",87.8%,87.6%,"504,337","534,490","3,464","3,628",0.1%,0.1%,-,-,-,-,-,-,4.14,4.32,-,-,9.9,36.2,"226,895","1,473","306,985","316,349",5.8,24.5,"966,346","1,228","1,088,288","1,127,508","1,714,390","1,779,711",,-,-,-,-,-
,,Aug-18,7.5,22.1,"3,632,958","3,790,290",87.3%,87.1%,"530,374","560,527","3,405","3,569",0.1%,0.1%,-,-,-,-,-,-,4.16,4.35,-,-,9.7,36.2,"217,288","1,360","290,463","299,827",5.8,24.6,"904,059","1,048","1,015,966","1,055,186","1,634,177","1,700,162",,-,-,-,-,-
,,Sep-18,7.6,22.2,"3,584,289","3,741,621",86.7%,86.6%,"550,412","580,565","3,157","3,321",0.1%,0.1%,-,-,-,-,-,-,4.13,4.32,-,-,10.4,36.3,"207,550","1,412","284,098","292,611",6.5,25.7,"880,762","1,178","1,008,884","1,044,538","1,553,736","1,613,118",,-,-,-,-,-
,,Oct-18,7.0,22.0,"3,646,101","3,774,507",87.1%,87.0%,"540,241","565,560","2,815","2,978",0.1%,0.1%,-,-,-,-,-,-,4.19,4.34,-,-,10.4,36.4,"238,070","1,544","327,110","335,012",6.1,25.4,"1,033,659","1,525","1,182,308","1,213,004","1,841,759","1,897,657",,-,-,-,-,-
,,Nov-18,6.9,22.0,"3,626,281","3,754,687",87.3%,87.2%,"527,765","553,084","2,431","2,594",0.1%,0.1%,-,-,-,-,-,-,4.15,4.31,-,-,10.0,36.3,"234,334","1,399","321,946","329,504",6.0,25.7,"1,015,164","1,312","1,162,783","1,192,145","1,757,848","1,811,316",,-,-,-,-,-
,,Dec-18,7.6,22.7,"3,595,561","3,704,631",86.6%,86.5%,"556,028","580,177","2,237","2,400",0.1%,0.1%,-,-,-,-,-,-,4.15,4.28,-,-,9.2,35.0,"191,452",946,"255,761","260,492",5.6,25.3,"823,320",861,"933,564","953,034","1,431,137","1,467,815",,-,-,-,-,-
,,Jan-19,7.8,22.5,"3,619,513","3,694,930",86.7%,86.6%,"553,149","573,726","2,169","2,328",0.1%,0.1%,-,-,-,-,-,-,4.17,4.27,-,-,10.7,36.9,"229,259","1,293","317,121","320,181",6.7,26.5,"1,031,973","1,632","1,183,632","1,198,156","1,794,128","1,822,633",,-,-,-,-,-
,,Feb-19,6.7,22.1,"3,604,256","3,728,402",87.0%,86.6%,"539,854","577,655","1,962","2,188",0.0%,0.1%,-,-,-,-,-,-,4.14,4.31,-,-,10.8,36.8,"204,859","1,071","284,212","292,657",5.8,26.1,"903,945","1,058","1,033,312","1,059,071","1,638,322","1,686,079",,-,-,-,-,-
,,Mar-19,6.9,22.3,"3,670,437","3,751,162",86.7%,86.3%,"562,977","594,305","1,154","1,377",0.0%,0.0%,-,-,-,-,-,-,4.23,4.35,-,-,10.3,37.4,"218,308","1,385","305,356","314,080",5.6,25.6,"959,981","1,325","1,095,701","1,126,052","1,741,493","1,786,535",,-,-,-,-,-
,2019/20,Apr-19,7.2,22.6,"3,718,168","3,798,893",86.5%,86.2%,"579,403","610,731","1,047","1,270",0.0%,0.0%,-,-,-,-,-,-,4.30,4.41,-,-,10.0,37.2,"200,499",727,"280,209","288,518",5.8,25.7,"916,599",911,"1,046,015","1,074,921","1,656,081","1,698,979",,-,-,-,-,-
,,May-19,7.7,23.0,"3,809,456","3,890,181",86.9%,86.5%,"576,237","607,565","1,032","1,255",0.0%,0.0%,-,-,-,-,-,-,4.39,4.50,-,-,10.3,37.2,"215,462",736,"295,881","304,605",6.3,26.0,"971,840",922,"1,102,958","1,133,309","1,755,805","1,800,847",,-,-,-,-,-
,,Jun-19,7.5,22.4,"3,794,158","3,874,883",86.3%,86.0%,"601,088","632,416","1,089","1,312",0.0%,0.0%,-,-,-,-,-,-,4.40,4.51,-,-,10.6,37.3,"208,528",763,"289,203","296,254",6.2,26.5,"929,326",867,"1,064,501","1,093,407","1,641,179","1,684,077",,-,-,-,-,-
,,Jul-19,7.3,22.7,"3,752,114","3,865,541",85.8%,85.5%,"620,454","657,354","1,032","1,264",0.0%,0.0%,-,-,-,-,-,-,4.37,4.52,-,-,10.2,37.4,"226,152",902,"314,280","324,941",6.1,25.8,"1,022,871",932,"1,179,146","1,225,994","1,801,797","1,868,204",,-,-,-,-,-
,,Aug-19,8.0,23.7,"3,745,921","3,859,348",85.0%,84.7%,"662,043","698,943","1,236","1,468",0.0%,0.0%,-,-,-,-,-,-,4.41,4.56,-,-,10.0,37.6,"197,404",738,"275,267","286,018",6.1,26.2,"867,487",784,"1,006,145","1,048,920","1,577,132","1,637,765",,-,-,-,-,-
,,Sep-19,8.0,23.9,"3,744,771","3,858,198",84.8%,84.5%,"672,112","709,012","1,305","1,537",0.0%,0.0%,-,-,-,-,-,-,4.42,4.57,-,-,10.7,38.4,"204,011",910,"288,230","297,964",6.8,27.5,"919,697",925,"1,080,810","1,123,585","1,637,851","1,698,484",,-,-,-,-,-
,,Oct-19,7.6,23.7,"3,763,231","3,876,658",84.7%,84.4%,"681,625","718,525","1,321","1,553",0.0%,0.0%,-,-,-,-,-,-,4.44,4.60,-,-,10.8,38.2,"222,984","1,120","316,640","327,301",6.4,28.0,"1,018,263","1,371","1,197,666","1,244,514","1,812,825","1,879,232",,-,-,-,-,-
,,Nov-19,7.7,23.9,"3,723,382","3,836,809",84.4%,84.1%,"690,096","726,996","1,398","1,630",0.0%,0.0%,-,-,-,-,-,-,4.41,4.56,-,-,10.5,38.3,"212,632","1,087","301,928","311,662",6.4,28.2,"947,316","1,532","1,121,653","1,164,428","1,656,910","1,717,543",,-,-,-,-,-
,,Dec-19,8.3,24.9,"3,693,390","3,806,817",83.7%,83.4%,"721,521","758,421","1,467","1,699",0.0%,0.0%,-,-,-,-,-,-,4.41,4.57,-,-,9.6,37.8,"182,692",813,"252,228","261,499",6.0,27.6,"827,022","1,043","967,600","1,008,338","1,459,872","1,517,618",,-,-,-,-,-
,,Jan-20,8.4,25.1,"3,685,428","3,798,855",83.5%,83.2%,"730,266","767,166","1,643","1,875",0.0%,0.0%,-,-,-,-,-,-,4.42,4.57,-,-,11.1,39.7,"211,959","1,293","303,466","313,664",7.2,29.0,"977,161","1,371","1,161,316","1,206,127","1,738,294","1,801,814",,-,-,-,-,-
,,Feb-20,7.5,24.7,"3,678,351","3,791,778",83.2%,82.9%,"744,997","781,897","1,613","1,845",0.0%,0.0%,-,-,-,-,-,-,4.42,4.57,-,-,11.3,39.9,"197,369","1,330","284,715","293,986",6.3,29.6,"887,992","1,492","1,056,998","1,092,844","1,600,454","1,658,200",,-,-,-,-,-
,,Mar-20,8.9,26.5,"3,375,661","3,489,088",79.7%,79.5%,"860,309","897,209","3,097","3,329",0.1%,0.1%,-,-,-,-,-,-,4.24,4.39,-,-,8.4,38.5,"153,038",716,"207,754","217,952",5.8,27.6,"838,268",958,"978,672","1,018,102","1,220,636","1,284,156",,-,-,-,-,-
,2020/21,Apr-20,12.2,30.7,"2,812,999","2,894,430",71.3%,71.4%,"1,134,062","1,156,858","11,179","11,255",0.3%,0.3%,-,-,-,-,-,-,3.95,4.05,-,-,3.8,25.9,"37,382",89,"41,509","49,537",7.4,28.8,"440,474","1,204","528,005","558,385","491,101","536,751",,-,-,-,-,-
,,May-20,15.3,34.4,"2,392,303","2,473,734",62.2%,62.6%,"1,453,700","1,476,496","26,717","26,793",0.7%,0.7%,-,-,-,-,-,-,3.85,3.95,-,-,4.1,33.9,"45,885",323,"54,560","62,186",8.7,31.6,"409,616","1,856","507,507","536,368","626,540","669,907",,-,-,-,-,-
,,Jun-20,17.6,37.4,"2,005,831","2,087,262",52.0%,52.7%,"1,854,246","1,877,042","50,539","50,615",1.3%,1.3%,-,-,-,-,-,-,3.86,3.96,-,-,7.3,42.7,"66,400","1,504","94,360","103,190",5.9,33.5,"509,356","2,777","662,650","696,069","939,450","989,665",,-,-,-,-,-
,,Jul-20,19.6,40.0,"1,895,264","1,949,710",46.8%,47.3%,"2,151,443","2,171,983","83,203","83,290",2.1%,2.0%,-,-,-,-,-,-,4.05,4.12,-,-,11.9,48.3,"81,223","4,684","142,818","149,831",4.5,36.5,"522,713","5,443","727,273","751,205","1,178,528","1,217,451",,-,-,-,-,-
,,Aug-20,14.8,42.1,"2,260,431","2,309,160",53.6%,53.9%,"1,959,684","1,976,908","111,026","111,093",2.6%,2.6%,-,-,-,-,-,-,4.22,4.29,-,-,12.5,52+,"83,514","7,785","155,789","161,597",4.5,39.4,"485,135","7,638","667,961","686,509","1,114,414","1,145,216",,-,-,-,-,-
,,Sep-20,12.0,43.7,"2,638,278","2,687,007",60.6%,60.8%,"1,716,606","1,733,830","139,545","139,612",3.2%,3.2%,-,-,-,-,-,-,4.35,4.42,-,-,13.1,52+,"112,665","15,626","209,562","215,950",5.5,42.8,"629,342","14,394","848,349","868,752","1,332,834","1,366,716",,-,-,-,-,-
,,Oct-20,11.1,44.8,"2,911,270","2,959,999",65.4%,65.6%,"1,537,587","1,554,811","167,067","167,134",3.8%,3.7%,-,-,-,-,-,-,4.45,4.51,-,-,12.6,52+,"130,537","21,747","232,466","238,854",5.5,45.2,"688,510","20,227","906,244","926,647","1,393,861","1,427,743",,-,-,-,-,-
,,Nov-20,10.4,45.1,"3,040,809","3,089,538",68.2%,68.3%,"1,419,903","1,437,127","192,169","192,236",4.3%,4.2%,-,-,-,-,-,-,4.46,4.53,-,-,10.8,52+,"135,785","21,261","222,810","228,908",5.7,45.6,"729,888","23,143","941,542","961,018","1,348,049","1,380,391",,-,-,-,-,-
,,Dec-20,11.2,47.4,"3,067,658","3,116,387",67.8%,67.9%,"1,453,675","1,470,899","224,205","224,272",5.0%,4.9%,-,-,-,-,-,-,4.52,4.59,-,-,9.2,52+,"126,349","16,895","191,541","197,639",5.2,45.4,"680,656","21,507","847,641","867,117","1,260,501","1,292,843",,-,-,-,-,-
,,Jan-21,12.1,50.1,"3,038,370","3,087,099",66.2%,66.3%,"1,554,305","1,571,529","304,044","304,111",6.6%,6.5%,-,-,-,-,-,-,4.59,4.66,-,-,7.8,52+,"102,743","8,726","139,378","143,783",6.2,46.7,"663,722","20,692","822,218","834,773","1,185,074","1,206,917",,-,-,-,-,-
,,Feb-21,12.6,52+,"3,030,448","3,079,177",64.5%,64.6%,"1,667,900","1,685,124","387,885","387,952",8.3%,8.1%,-,-,-,-,-,-,4.70,4.76,-,-,7.8,52+,"111,890","11,337","152,642","157,047",5.9,48.4,"653,808","26,063","819,226","831,781","1,253,853","1,275,696",,-,-,-,-,-
,,Mar-21,11.6,52+,"3,186,952","3,186,952",64.4%,64.4%,"1,763,345","1,763,345","436,127","436,127",8.8%,8.8%,-,-,-,-,-,-,4.95,4.95,-,-,8.9,52+,"148,638","23,733","220,349","220,349",5.4,45.5,"802,184","39,960","1,013,328","1,013,328","1,614,201","1,614,201",,-,-,-,-,-
,2021/22,Apr-21,11.0,48.7,"3,311,746","3,311,746",64.6%,64.6%,"1,811,971","1,811,971","385,379","385,379",7.5%,7.5%,"196,225","196,225","64,846","64,846","2,608","2,608",5.12,5.12,-,-,11.1,68.4,"135,500","28,987","223,606","223,606",5.8,42.8,"730,879","36,035","935,418","935,418","1,497,830","1,497,830",,-,-,-,-,-
,,May-21,10.8,45.3,"3,576,159","3,576,159",67.4%,67.4%,"1,729,266","1,729,266","336,779","336,779",6.3%,6.3%,"232,172","232,172","79,055","79,055","3,927","3,927",5.31,5.31,-,-,11.4,72.2,"146,711","31,290","242,793","242,793",5.9,43.2,"753,503","34,536","955,913","955,913","1,516,276","1,516,276",,-,-,-,-,-
,,Jun-21,10.5,44.2,"3,749,231","3,749,231",68.7%,68.7%,"1,704,255","1,704,255","304,823","304,823",5.6%,5.6%,"233,051","233,051","85,959","85,959","5,727","5,727",5.45,5.45,-,-,11.1,73.5,"171,523","30,950","275,835","275,835",6.0,42.7,"846,744","33,299","1,063,055","1,063,055","1,674,642","1,674,642",,-,-,-,-,-
,,Jul-21,10.9,43.8,"3,828,136","3,828,136",68.3%,68.3%,"1,779,438","1,779,438","293,102","293,102",5.2%,5.2%,"199,472","199,472","102,304","102,304","7,980","7,980",5.61,5.61,-,-,10.7,74.3,"167,303","25,551","260,164","261,519",6.2,42.0,"802,830","28,242","1,002,261","1,007,211","1,605,526","1,605,526",,-,-,-,-,-
,,Aug-21,11.5,44.4,"3,865,241","3,879,564",67.6%,67.6%,"1,850,457","1,861,185","292,138","295,362",5.1%,5.1%,"176,195","178,719","121,711","122,653","9,754","9,803",5.72,5.74,-,-,10.3,74.6,"154,611","20,551","232,629","233,922",6.4,42.5,"725,295","25,456","906,690","911,415","1,469,370","1,472,158",,-,-,-,-,-
,,Sep-21,11.9,44.5,"3,879,621","3,893,944",66.5%,66.4%,"1,955,374","1,966,102","301,274","304,498",5.2%,5.2%,"163,361","165,885","123,969","124,911","12,645","12,694",5.83,5.86,83.5%,4.89,11.1,71.8,"164,412","22,523","252,930","254,285",7.3,43.7,"812,644","30,788","1,041,007","1,045,957","1,626,494","1,629,415",,-,-,-,-,-
,,Oct-21,12.0,44.4,"3,923,337","3,923,337",65.6%,65.6%,"2,054,200","2,054,200","312,852","312,852",5.2%,5.2%,"158,774","158,774","106,258","106,258","16,245","16,245",5.98,5.98,83.6%,5.00,11.1,67.2,"164,782","23,049","254,611","254,611",7.0,44.5,"793,631","32,431","1,028,542","1,028,542","1,588,347","1,588,347",,-,-,-,-,-
,,Nov-21,11.5,42.9,"3,933,682","3,933,682",65.5%,65.5%,"2,067,994","2,067,994","307,214","307,214",5.1%,5.1%,"148,492","148,492","87,437","87,437","18,596","18,596",6.00,6.00,83.4%,5.01,11.2,67.0,"175,797","25,565","275,982","275,982",7.1,44.6,"870,475","38,651","1,144,520","1,144,520","1,683,913","1,683,913",,-,-,-,-,-
,,Dec-21,12.5,43.4,"3,876,780","3,876,780",63.9%,63.9%,"2,194,513","2,194,513","310,943","310,943",5.1%,5.1%,"155,902","155,902","80,121","80,121","20,080","20,080",6.07,6.07,83.4%,5.06,10.0,64.7,"150,073","19,108","225,423","225,423",6.6,43.4,"728,805","31,602","944,504","944,504","1,428,240","1,428,240",,-,-,-,-,-
,,Jan-22,13.1,44.5,"3,826,817","3,826,817",62.4%,62.4%,"2,301,176","2,301,176","317,491","317,491",5.2%,5.2%,"163,160","163,160","77,566","77,566","24,424","24,424",6.13,6.13,84.0%,5.15,11.3,66.4,"147,118","19,495","228,477","228,477",8.1,46.5,"762,649","38,948","1,021,768","1,021,768","1,518,507","1,518,507",,-,-,-,-,-
,,Feb-22,13.2,44.1,"3,862,282","3,862,282",62.2%,62.2%,"2,348,849","2,348,849","306,479","306,479",4.9%,4.9%,"156,787","156,787","69,275","69,275","22,637","22,637",6.21,6.21,84.0%,5.22,12.3,69.3,"153,386","22,923","248,845","248,845",7.8,46.7,"755,887","37,870","1,018,365","1,018,365","1,552,698","1,552,698",,-,-,-,-,-
,,Mar-22,12.2,44.4,"3,956,489","3,956,489",62.2%,62.2%,"2,409,283","2,409,283","310,067","310,067",4.9%,4.9%,"144,772","144,772","63,397","63,397","16,947","16,947",6.37,6.37,83.6%,5.32,12.4,70.3,"172,003","26,455","282,348","282,348",6.9,46.3,"862,387","41,827","1,157,241","1,157,241","1,786,268","1,786,268",,-,-,-,-,-
,2022/23,Apr-22,12.6,45.0,"3,998,468","4,026,852",61.7%,61.7%,"2,485,238","2,500,297","323,261","324,422",5.0%,5.0%,"141,413","141,816","63,688","63,777","12,757","12,758",6.48,6.53,83.4%,5.45,11.4,65.7,"143,450","19,904","233,424","236,174",7.0,46.5,"702,523","32,949","940,543","947,571","1,495,453","1,506,594",,-,-,-,-,-
,,May-22,12.7,45.3,"4,215,948","4,239,012",63.5%,63.6%,"2,422,127","2,429,087","333,119","333,303",5.0%,5.0%,"136,873","136,903","59,901","59,903","8,057","8,057",6.64,6.67,83.1%,5.54,12.4,67.6,"172,572","26,499","281,704","282,934",7.9,47.9,"821,538","42,590","1,106,896","1,113,601","1,740,851","1,748,837",,-,-,-,-,-
,,Jun-22,13.3,45.7,"4,207,211","4,230,275",62.2%,62.3%,"2,552,849","2,559,809","357,577","357,761",5.3%,5.3%,"142,012","142,042","54,106","54,108","3,875","3,875",6.76,6.79,81.8%,5.56,12.7,68.7,"161,208","25,966","265,358","266,530",7.8,48.8,"760,633","41,500","1,035,947","1,042,332","1,604,839","1,612,444",,-,-,-,-,-
,,Jul-22,13.3,45.9,"4,174,730","4,238,350",61.0%,61.1%,"2,665,828","2,699,175","377,886","381,384",5.5%,5.5%,"148,913","149,770","51,885","52,128","2,890","2,890",6.84,6.94,83.3%,5.78,12.0,64.7,"162,238","24,627","264,494","267,704",7.5,48.8,"743,003","41,846","1,014,056","1,028,070","1,602,408","1,623,110",,-,-,-,-,-
,,Aug-22,13.8,46.4,"4,258,985","4,299,541",60.8%,60.8%,"2,746,863","2,773,250","387,538","390,852",5.5%,5.5%,"156,985","157,812","50,959","51,200","2,651","2,651",7.01,7.07,82.3%,5.82,12.0,65.0,"168,932","25,425","275,001","277,076",7.7,50.2,"766,941","47,908","1,059,902","1,067,559","1,649,719","1,663,041",,-,-,-,-,-
,,Sep-22,14.0,46.8,"4,204,505","4,245,061",59.4%,59.4%,"2,870,502","2,896,889","401,895","405,209",5.7%,5.7%,"165,967","166,794","50,612","50,853","2,250","2,250",7.08,7.14,83.6%,5.97,12.6,66.7,"169,303","27,326","279,842","281,822",8.6,51.5,"768,691","52,633","1,083,244","1,090,553","1,631,921","1,644,638",,-,-,-,-,-
